status,arrival,req_ram,req_cpu,dur,client,vm
ok,0.09948431352038875,259.3273392647329,0.8105827443825633,3.9360057615863537,885440,0
ok,0.16836537490732617,132.58207569365703,0.8939848895739789,11.117622065163284,403958,1
ok,0.5827293976640529,301.2894823886223,0.39882469204789767,3.763370547682942,794772,2
ok,0.6876585035064057,238.7449723296532,0.6158280957413457,10.201571404727755,933488,3
ok,1.1683112332772618,185.47339418150432,0.7820409262262429,7.582679884400758,441001,4
ok,1.1840455347560797,123.13963106129695,0.5753853949990566,14.472102248457631,42450,5
ok,1.276273944544962,74.92026479200463,0.3866604759136085,7.441274193633674,271493,6
ok,1.3524092465828477,173.35540788469405,0.5094729634580599,4.8069046459742975,536110,7
ok,1.47078383131332,245.31520304234544,0.5298530183424669,5.725694793251881,509532,8
ok,1.5264736429047248,342.9987236450402,0.38609654722185144,0.3105764796265785,424604,9
ok,1.6638377029119797,113.13595236194976,0.6279471989870946,0.6901434381622515,962838,0
ok,1.7112079486790392,279.6569078917646,0.11335904411857678,2.8866215546479808,821872,1
ok,2.2680201212551707,188.84208300082622,0.4618688041574717,0.8795677671730145,870163,2
ok,2.4003629618684728,181.92482754468568,0.16908584669755455,1.401385068514319,318046,3
ok,2.422003893465124,224.90908026214325,0.3447959066152918,0.7435613569414551,499748,4
ok,2.449363968803254,289.5769569751168,0.40841551591921943,0.5107244333228212,375441,5
ok,2.67684133435263,234.031471877572,0.49440576330604397,4.6423925064171785,611720,6
ok,2.84487199243847,170.85325504525503,0.3642445221090438,0.6319432085955144,934973,7
ok,2.8927096121631726,145.99825347500783,0.47344314877599225,5.895947635651707,952225,8
ok,2.997221805317001,213.68003505326357,0.1548657296825271,0.4932515684012525,229053,9
ok,3.104458760565181,183.48632461396167,0.5976852934905227,5.5042296063008065,529202,0
ok,3.122125099817585,120.72773742739331,0.7035760099434569,1.011752183900275,146039,1
ok,3.2325162306037853,274.0200601400265,0.31904276836627277,16.375715915212474,295528,2
ok,3.2682688527947157,347.4953224022367,0.8051014477325128,4.246104108023092,146534,3
ok,3.299821352225635,194.35542166531002,0.620831941423275,9.36729960631571,792518,4
ok,3.450101172232582,272.6015693685471,0.38283542506812923,2.5250937553900283,99437,5
ok,3.7162885928229734,277.8878969824918,0.5414565544869528,5.89691464486534,648406,6
ok,3.8777772506931334,248.5111200593429,0.5003521681428542,5.163985091276148,838234,7
ok,3.9467017504602,180.7141127632071,0.5106689814038405,1.7946360825398522,262674,8
ok,4.081616774968055,267.01758121159423,0.20197771752699506,2.799805370974768,953938,9
ok,4.099813521644229,248.3657821464067,0.15138835381540355,4.468645370636513,558433,0
ok,4.206573486553672,303.3102336444526,0.7601392543004899,2.823052513958459,739426,1
ok,4.490152732692092,122.87493129267342,0.10184423599995146,11.124573138889417,849574,2
ok,4.695264928158642,153.13478540642438,0.5597544076723838,12.59641069775272,631140,3
ok,4.851840869283468,196.34015207203024,0.5099796828475196,4.7798320782443495,945989,4
ok,4.868363833049401,228.83418136912155,0.5816296238593196,4.20940474241238,154100,5
ok,4.933722586715363,215.42886905676278,0.4158270359155424,3.0214953814842094,325213,6
ok,5.093764359638933,307.5163535667946,0.33635580773426166,0.9414748744947767,103560,7
ok,5.185780747967633,147.11166145473203,0.2639617968748167,13.16109436881733,765284,8
ok,5.338130349477788,295.78575845142086,0.8766707715830621,1.3583403941111325,77324,9
ok,5.678298874190463,257.137905630374,0.956866670894069,4.456892867594094,942500,0
ok,5.842022047105741,129.810934256645,0.17578250070575852,1.177622834853615,891786,1
ok,5.867776053237645,75.51810578437541,0.4891070312437491,1.467538252948841,717209,2
ok,5.875248673317987,55.09769672655631,0.37376495645043195,5.959290569052608,346236,3
ok,5.934550710019565,215.63994682202622,0.40567913329043476,3.0229061378470283,495077,4
ok,6.03069068581136,252.09674766738826,0.27390071009955425,1.5280245002078274,587007,5
ok,6.033299087464083,137.81226753903056,0.7231876908246158,2.4181919613626595,105592,6
ok,6.144236827350295,233.95299670626517,0.7178618090209228,10.304106121944407,370977,7
ok,6.1841836594743915,156.02752792961417,0.6042251479017874,15.265923214708499,455262,8
ok,6.329572821343189,126.81957359209125,0.6716475570709514,1.1996176129242877,331556,9
ok,6.420851280168347,47.953259100535945,0.27248416059377245,3.1141465637471417,640561,0
ok,6.461503282051437,283.8385779754696,0.5499915081638076,0.6251629411680761,671532,1
ok,6.55256876135966,232.25485452439648,0.363188149596799,2.5213996582016045,957361,2
ok,6.656741042638744,173.43756828274363,0.4407799194192912,3.3477029156355504,214410,3
ok,6.71167296699714,231.38464445246996,0.5483269613109882,0.435542920072317,579363,4
ok,6.812096936902507,239.42075131326376,0.5180225581967616,1.727597890883117,500181,5
ok,6.846537929479774,216.56604592436864,0.6046926054378563,7.689143613013771,464197,6
ok,6.887901664890645,146.17721724490934,0.5266648994995564,3.3240387716900868,907343,7
ok,7.362154662608262,171.82013552618483,0.6638933216745807,16.294604478949804,546678,8
ok,7.395101801868874,241.75901836843178,0.7394519729715943,10.368807185302519,273145,9
ok,7.438445964925855,228.31080091801732,0.7095170674835628,0.1,65304,0
ok,7.491762942616117,166.08830131193997,0.01,5.100935438557653,844132,1
ok,7.549236857943558,218.28656088183234,0.4484672481226447,1.052666429289596,963080,2
ok,7.6387425227440415,179.0662346406121,0.4641240614233467,9.909451825625172,575352,3
ok,8.089860142988474,144.57835387399447,0.7275653731260902,0.4228974457079073,960489,4
ok,8.155231100471553,160.15415179137392,0.4274217772272567,0.27453688549785366,14723,5
ok,8.31687458106532,221.11682471646338,0.3740716181821975,1.4076200935785481,97802,6
ok,8.385081796469407,288.60997424599447,0.5352477504632253,6.49222815708061,754665,7
ok,8.424476800345923,114.97640633755766,0.32271874640656983,3.0453223018485973,880899,8
ok,8.568194474471166,112.87724518103064,0.6968234586205526,2.3895899740904603,418196,9
ok,8.593176416544166,280.7395624731645,0.6426779141039076,7.512064056435634,744754,0
ok,8.630717051371898,299.1216783205149,0.14303922264965618,1.5929192770898812,864912,1
ok,8.688640804641892,185.2519538687176,0.2217613769386857,0.22819026805322828,823182,2
ok,8.88969303660714,202.90077933548727,0.33711888772836673,1.8322564535018235,700609,3
ok,8.997401473030989,209.26845583144595,0.5731302891418726,0.1800141464258402,655638,4
ok,9.067754623248208,448.12244672773204,0.6717508305983836,5.7189768728772075,1198,5
ok,9.108400982633581,177.4291886716865,0.3048690668655256,15.664146970149456,641620,6
ok,9.134299130241018,207.85493526681998,0.6810979906379022,3.0524142231394693,517553,7
ok,9.401476836523504,339.443097605546,0.43562416182326885,2.546012389760037,868287,8
ok,9.694460539088233,289.4398885915921,0.7128499365880364,1.9854047794015424,909747,9
ok,9.871183453469753,96.50925767247672,0.6354053623059698,0.874975241524331,349317,0
ok,10.070127968656687,195.86422103243493,0.6134112744068404,4.47000704049376,255759,1
ok,10.313875083220509,249.54414130429444,0.4882748009668472,4.2871755696420575,765752,2
ok,10.528758747850773,231.88685814662773,0.2893651240105837,2.541097269059306,341001,3
ok,10.536854459821358,74.03342825432757,0.4008623605026336,9.453645862780519,737822,4
ok,10.541088441751457,190.59401656132718,0.5746240321478551,2.2057740582389758,912755,5
ok,10.543146351983834,169.1176983176938,0.25388137666389576,13.245941587231453,66043,6
ok,10.556262945965349,43.33827123958147,0.3964074627734944,1.3246746693568276,200348,7
ok,10.675403263162883,142.43786675367608,0.4762767765124571,1.4513670570019979,961564,8
ok,10.706647115788366,154.11648627791462,0.423264562831109,0.1,595078,9
ok,10.721986492308826,223.33072321072441,0.514571396567488,23.201397623842848,232473,0
ok,10.787740342021259,234.2464760845581,0.29204242928921553,3.369717256452031,250206,1
ok,11.356218353127128,121.3840255745883,0.33916805681162954,5.431016570216467,842368,2
ok,11.39152419240317,217.40204356282766,0.9168883381696431,2.7590106201694127,149416,3
ok,11.492646653555635,280.4858337425302,0.2925770260950492,2.6794939693534676,842194,4
ok,11.548539141608101,286.2863281170921,0.39625318689878825,21.16507803614877,569366,5
ok,11.982646108887229,177.47789195546798,0.6120738664402761,24.14860076325072,469730,6
ok,12.018509745473008,260.41671850524096,0.2878218286658166,0.3006418819172262,95646,7
ok,12.182505128948788,171.8712253139541,0.617959827756724,2.3825791066925643,84353,8
ok,12.241114898466504,133.8831103461256,0.6568417252468333,0.9428236186210794,335601,9
ok,12.315683638207174,268.5546540415153,0.4012011308236137,1.3573498483793944,917595,0
ok,12.40292583209016,212.9591612147054,0.6070076634898501,10.097922512838075,532614,1
ok,12.755039789652367,266.4470887892484,0.7087259177602336,17.204719555422344,978147,2
ok,13.403181002114598,139.1242163718946,0.4829137364821809,1.7321666399458442,513054,3
ok,13.423842629077715,117.355702914218,0.453762658084005,4.633192984431422,114355,4
ok,13.484164531101458,61.96914227553495,0.5718499177284261,4.485265079888126,316089,5
ok,13.768003296470338,296.9090805808156,0.06611536143149577,1.5848868846217607,578045,6
ok,13.843976392681967,83.05075755665337,0.3857795829218213,3.5247466014019864,305230,7
ok,13.890428362115161,235.89751056862045,0.043687265399868114,6.943386448782217,740883,8
ok,13.941144154729335,124.70223179736936,0.47435406060103247,2.1422051409883127,130873,9
ok,14.109575256837235,281.7842562466699,0.8015751831136213,6.19849048179235,574033,0
ok,14.138239904048362,302.8778048881289,0.2689865938972361,10.569534041671409,348914,1
ok,14.236309491083043,243.19619457333943,0.049747762524002814,12.762382356489027,854030,2
ok,14.24802891466491,172.51061949900932,0.486411293634393,2.0973966332790948,967048,3
ok,14.369712981794185,128.5062550110335,0.36395127450887976,0.614812818880587,566528,4
ok,14.477302319426288,285.46077522216603,0.7426175212094804,14.866041343277722,213072,5
ok,14.47764067869804,291.5775041906043,0.8356808897413484,4.442643563558801,838260,6
ok,14.888971801455817,203.41227814926353,0.7728503474459917,2.0320643073987696,632485,7
ok,15.084553870212998,189.65465441046655,0.32029211744156816,3.6693498017902835,573812,8
ok,15.23255733761902,188.335419792535,0.4561771097643105,2.6407199797698313,616161,9
ok,15.354593840520412,221.58614355848468,0.6757397191731114,0.7162435282524602,301630,0
ok,15.847276172245222,200.6373018919858,0.7177145838217105,12.777588693483255,466604,1
ok,15.944718050904227,241.52839351586408,0.47454311003945565,1.7835812916460114,96083,2
ok,15.96658183353974,189.03839961060424,0.6974848990254441,11.923076900503933,625252,3
ok,15.9884103072218,142.51602545389613,0.8876069961353248,0.3978507623074141,836695,4
ok,16.137441837400768,219.09231913241635,0.5811284872237061,11.416969989391282,403598,5
ok,16.277006660863165,47.53302336592927,0.5564088653813296,30.97954836509791,332447,6
ok,16.333220832135407,16.98880592339276,0.38970517496146767,19.44322441260423,603613,7
ok,16.35721556964105,296.6096532023094,0.26964038678384117,0.32646799515843405,253867,8
ok,16.474038120639527,54.658186711462264,0.4623970201880081,1.3617561692256492,304432,9
ok,16.564363400561835,143.39875299865756,0.07017910872499572,2.058502904856593,192800,0
ok,17.004757308321302,281.0172014950615,0.1515325760021362,5.381952242056229,198591,1
ok,17.068040302816037,268.1545581760575,0.7741964329799179,8.384673711875774,861370,2
ok,17.535433874873974,221.92596255883132,0.5807618057890209,5.990756872522562,195800,3
ok,17.586523580673294,167.82201462851867,0.19339689749994515,3.6906837538394655,34574,4
ok,17.771920256772734,216.523987851761,0.3190010907261209,6.840270139364426,642539,5
ok,18.007528330803748,67.63270188233437,0.22291397615484904,0.7997210974755703,688557,6
ok,18.151900147134935,271.4621086171182,0.5773522329391286,0.5115923745052473,272688,7
ok,18.23798900354586,80.47411851534932,0.5937478536659182,0.9257802877666542,499678,8
ok,18.48337941654173,196.2845181584291,0.360423251659325,0.6155522631968062,72441,9
ok,18.559723689164713,195.7652972367406,0.5666011483812079,9.728922897357373,94187,0
ok,18.57532212911266,148.08145896791393,0.19138871325764767,2.552562863935566,711693,1
ok,18.714430103700987,303.38679701654934,0.3122476185764035,5.0969759055098285,794405,2
ok,18.77810866731893,358.03134273950934,0.26459758920721754,0.3630802980541088,136550,3
ok,18.994141091110905,302.8902969098577,0.6743546980881214,3.849309671826258,919360,4
ok,19.008774846081415,70.42869235323306,0.17491478237798613,1.9359873359405109,156814,5
ok,19.012575845751112,158.84436016658256,0.5625574144789882,4.660933696108281,968235,6
ok,19.164420310724587,232.171985245193,0.5236111116652615,0.5451593178843457,40518,7
ok,19.416753282801814,202.8354217711387,0.4044197808650138,2.5896172520574927,883383,8
ok,19.509593752889348,108.07009958025515,0.3998058427876038,0.1,84146,9
ok,19.60085900666926,168.92643376240858,0.7100283913863608,1.2606983879093105,941802,0
ok,19.61135401177449,197.43444902283895,0.49045322688589216,0.5268806951302145,733293,1
ok,19.649846360850518,185.17362906453616,0.5390840451519743,4.1012950374951265,967922,2
ok,19.83544812104672,104.9486141269327,0.4701171435520305,1.1131942817214373,869647,3
ok,19.906369136141603,28.958612051393857,0.5801874197663532,7.604379530170479,566860,4
ok,20.080167802328553,181.32615344834767,0.6719490627563407,10.53396072858878,716700,5
ok,20.226882518234454,201.43507641515748,0.04290401761517493,2.361143756528252,410303,6
ok,20.283631449336394,197.68435773720057,0.15651350570878741,5.724432238016865,878565,7
ok,20.324233550042823,117.71784550857788,0.51310716196111,0.8708461089390964,739543,8
ok,20.3302257001046,232.83762323498968,0.2662139288670652,0.42435706275658797,550055,9
ok,20.59724994342179,46.847389927165494,0.5146471138315909,3.9869923670009704,289023,0
ok,20.931128060188005,61.02120582471261,0.5309867554881765,10.494091896490618,547136,1
ok,20.98926377762968,266.5903013135927,0.4156588243106292,3.0670903062484562,851054,2
ok,21.062769254632553,263.656492494197,0.4314830941346138,14.504545328814771,246941,3
ok,21.664606504375797,229.4773525923137,0.48051399204288014,7.848191873364901,890750,4
ok,21.805363104661897,138.11305840189624,0.36079691247988815,0.9078961090912442,225654,5
ok,22.12546234667764,167.01148480104303,0.1379386059449692,3.4056764056276645,938516,6
ok,22.313693740236424,194.24143697604686,0.513730595659151,2.783513327845139,712480,7
ok,22.54501694263842,161.64136594421944,0.33170866573986135,0.3917489981247805,618451,8
ok,22.614116858619347,213.0711841077532,0.3120389132517989,1.4155091543632878,865351,9
ok,22.72754347360666,186.8596447291823,0.6313273353743093,1.3865376670212382,995900,0
ok,22.763570119097576,154.0136765758686,0.4958496830904512,5.10416216530376,439797,1
ok,22.829165174664883,294.9134654166305,0.40597055173312413,6.172769377678462,607854,2
ok,23.214964824405158,260.78589724563824,0.44340113019684096,7.3476665587862335,288579,3
ok,23.270248723818437,82.51548311150711,0.6690134105941219,10.373261823580549,472449,4
ok,23.28515683192932,153.26476231288683,0.39399952629285145,2.5794086082707395,516586,5
ok,23.45608254694625,87.97904742786385,1.1114648667255458,0.1,692317,6
ok,23.52534306383972,226.04320245350377,0.5770259482863331,0.8666875936065421,672343,7
ok,23.64167725932344,227.36460102153634,0.384622575302595,5.073133738400134,734239,8
ok,23.8505505805764,268.8129586154774,0.4914513354446048,0.25304104970717534,961482,9
ok,23.893871456683115,149.84160735150897,0.8293011599345671,0.9494588188358677,831861,0
ok,23.908047047067836,190.93796464473763,0.7676896099586177,10.69738774038367,374727,1
ok,24.07324581049339,59.21382242315917,0.24880614387548217,3.6246171681546615,86374,2
ok,24.348091478295004,240.6779191132584,0.5470667337643125,6.197235883670913,340079,3
ok,24.37244224121008,108.41547466147246,0.48950825897547956,2.2235922800188956,642549,4
ok,24.718252252339703,183.71917146594512,0.5793385203587438,2.074782880833804,120952,5
ok,24.832855132821614,245.477297004677,0.4260167852363317,3.385308557981219,510073,6
ok,25.119386334177392,211.19193973465053,0.23065374026101076,1.9746264827588023,615592,7
ok,25.16696019571978,33.42962008060556,0.16944160902715166,2.2107508551948656,660757,8
ok,25.475055221090376,273.63221655394443,0.6874759796543594,1.7118420719652878,351556,9
ok,25.582812925331716,252.89741975223853,0.624901495795864,2.1120172317682067,886128,0
ok,25.766997648028134,147.74987954036078,0.5859533299038862,10.047543054084429,199626,1
ok,25.83977027953727,10.0,0.34771973368907394,4.194866380999549,254841,2
ok,25.96110349661382,289.0558684952937,0.4988950012548162,4.940743289036315,16996,3
ok,26.02525454358575,302.58979348779894,0.4312619552511104,2.140025755562294,767022,4
ok,26.054950236690807,119.82534234362444,0.39779829566056935,0.615916843351867,284203,5
ok,26.34260691295053,42.27105881421596,0.6985489536897338,2.0953540614630453,122824,6
ok,26.519631099376255,287.88373363159155,0.2410357333300615,3.6420698723888814,739595,7
ok,26.602571308390303,209.92090223323171,0.6820791657640298,8.768320109611107,231169,8
ok,26.764205300604548,215.94715029777856,0.47200101308018155,0.2193633750091277,390133,9
ok,26.814839455180962,195.4252239846277,0.31246764823105866,8.57461539790722,833180,0
ok,26.85910055576669,164.79109640783807,0.3189774214097798,8.40682207264101,178763,1
ok,26.878009237264948,136.16603007241326,0.8133457884226272,1.861408905759636,348689,2
ok,27.036518227390765,298.65829831493846,0.32238567302876053,8.442389238356068,446830,3
ok,27.0672019130008,130.65683453987205,0.38676186512881616,2.1194616796259726,855546,4
ok,27.148957358778983,293.7213012753358,0.5146939747288638,11.011342278368303,65213,5
ok,27.180031674155448,130.99400844849865,0.5545710327144637,3.0714014518945576,105494,6
ok,27.22866918116888,184.89824823390865,0.1022050625628031,6.54347568368689,821159,7
ok,27.23763070833062,228.48044756435698,0.6149743704218242,0.9709549363746504,153467,8
ok,27.587571052576514,202.78568080246387,0.5000879528786253,1.098618741938292,896870,9
ok,27.68326111133255,118.63623370220999,0.2821258327255032,4.470999955286956,731560,0
ok,28.001692513347805,249.91203551238297,0.6700929406340261,4.095522724607421,229400,1
ok,28.32105260884465,286.23259808612124,0.49559497693789656,8.978284588412858,47431,2
ok,28.35112623710097,111.62508003205907,0.355255727051469,3.5348408444824186,856812,3
ok,28.518006622351216,202.76040068412073,0.31393925051389726,13.93644292432366,601742,4
ok,28.550457694992556,271.11840896036534,0.8390923665669106,0.1,665013,5
ok,28.63119919028778,204.42774867839688,0.7092015936137187,0.15570466462998878,954220,6
